Population,Day,objective,district task cost,district task cost collecting,district task cost sending,district 1 cost,d1 cost collecting,d1 cost sending,district 2 cost,d2 cost collecting,d2 cost sending,district 3 cost,d3 cost collecting,d3 cost sending,district 4 cost,d4 cost collecting,d4 cost sending,transfer taks cost,transshipment center 1 cost,transshipment center 2 cost,major customer task cost,
49,27,464125,291525,125145,166380,93525,43645,49880,37800,10500,27300,79800,33600,46200,80400,37400,43000,154000,64000,90000,18600,
49,28,439955,270355,93405,176950,111155,18705,92450,33600,12600,21000,50400,18900,31500,75200,43200,32000,151000,16000,135000,18600,
49,29,454325,292325,145680,146645,97825,54180,43645,31500,14700,16800,71400,42000,29400,91600,34800,56800,131000,56000,75000,31000,
49,30,484560,313760,123440,190320,99760,24940,74820,29400,8400,21000,88200,44100,44100,96400,46000,50400,146000,56000,90000,24800,
50,0,540645,323845,137825,186020,105995,31175,74820,44100,16800,27300,94950,55050,39900,78800,34800,44000,192000,72000,120000,24800,
50,1,501720,291920,132810,159110,74820,37410,37410,33600,14700,18900,56700,31500,25200,126800,49200,77600,185000,80000,105000,24800,
50,2,468420,265820,128875,136945,74820,31175,43645,14700,8400,6300,60900,31500,29400,115400,57800,57600,184000,64000,120000,18600,
50,3,458590,280790,109440,171350,87290,24940,62350,33600,10500,23100,73500,33600,39900,86400,40400,46000,153000,48000,105000,24800,
50,4,487720,294120,94000,200120,74820,0,74820,37800,14700,23100,63300,21300,42000,118200,58000,60200,175000,40000,135000,18600,
50,5,451660,273860,119845,154015,99760,43645,56115,44100,16800,27300,67200,33600,33600,62800,25800,37000,153000,48000,105000,24800,
50,6,519085,301485,154710,146775,68585,37410,31175,44100,27300,16800,58800,29400,29400,130000,60600,69400,199000,64000,135000,18600,
50,7,421225,280425,126975,153450,97825,31175,66650,46200,23100,23100,71400,27300,44100,65000,45400,19600,116000,56000,60000,24800,
50,8,477530,307730,145715,162015,112230,56115,56115,23100,8400,14700,100800,50400,50400,71600,30800,40800,145000,40000,105000,24800,
50,9,479225,279425,128445,150980,93525,43645,49880,31500,12600,18900,63000,29400,33600,91400,42800,48600,175000,40000,135000,24800,
50,10,479725,300925,132740,168185,93525,24940,68585,21000,16800,4200,88200,50400,37800,98200,40600,57600,154000,64000,90000,24800,
50,11,378490,244690,90840,153850,87290,24940,62350,29400,16800,12600,50400,6300,44100,77600,42800,34800,109000,64000,45000,24800,
50,12,504260,327460,127175,200285,99760,31175,68585,37800,14700,23100,98700,44100,54600,91200,37200,54000,152000,32000,120000,24800,
50,13,478960,300160,145415,154745,99760,56115,43645,35700,14700,21000,73500,37800,35700,91200,36800,54400,154000,64000,90000,24800,
50,14,571950,317150,126470,190680,62350,12470,49880,25200,12600,12600,99600,49200,50400,130000,52200,77800,230000,80000,150000,24800,
50,15,450220,271620,142010,129610,74820,37410,37410,37800,21000,16800,75600,37800,37800,83400,45800,37600,160000,40000,120000,18600,
50,16,464135,240335,113210,127125,68585,37410,31175,14700,4200,10500,52650,25200,27450,104400,46400,58000,199000,64000,135000,24800,
50,17,520695,296895,131845,165050,105995,43645,62350,35700,6300,29400,71400,35700,35700,83800,46200,37600,199000,64000,135000,24800,
50,18,522555,329755,115940,213815,81055,24940,56115,29400,12600,16800,98700,37800,60900,120600,40600,80000,168000,48000,120000,24800,
50,19,521155,309555,131610,177945,81055,37410,43645,42000,14700,27300,82500,44700,37800,104000,34800,69200,193000,88000,105000,18600,
50,20,543875,318275,146025,172250,93525,31175,62350,46200,18900,27300,71550,37950,33600,107000,58000,49000,207000,72000,135000,18600,
50,21,457255,322655,103905,218750,111155,18705,92450,33600,10500,23100,90300,39900,50400,87600,34800,52800,116000,56000,60000,18600,
50,22,484805,273205,113725,159480,81055,31175,49880,37800,12600,25200,52950,23550,29400,101400,46400,55000,193000,88000,105000,18600,
50,23,456625,321225,144175,177050,102125,31175,70950,35700,12600,23100,84000,46200,37800,99400,54200,45200,123000,48000,75000,12400,
50,24,514865,330065,137080,192985,118465,49880,68585,37800,14700,23100,75600,44100,31500,98200,28400,69800,160000,40000,120000,24800,
50,25,538560,298960,119010,179950,99760,37410,62350,39900,16800,23100,69900,30000,39900,89400,34800,54600,221000,56000,165000,18600,
50,26,493355,298755,138910,159845,81055,37410,43645,33600,10500,23100,77700,42000,35700,106400,49000,57400,176000,56000,120000,18600,
50,27,512430,309830,124845,184985,112230,43645,68585,44100,16800,27300,52500,21000,31500,101000,43400,57600,184000,64000,120000,18600,
50,28,520085,288285,144210,144075,68585,37410,31175,33600,16800,16800,75900,37800,38100,110200,52200,58000,207000,72000,135000,24800,
50,29,505655,287055,112705,174350,81055,18705,62350,33600,18900,14700,74400,34500,39900,98000,40600,57400,200000,80000,120000,18600,
50,30,452860,282060,114510,167550,99760,37410,62350,29400,18900,10500,69300,21000,48300,83600,37200,46400,146000,56000,90000,24800,
51,0,540645,323845,137825,186020,105995,31175,74820,44100,16800,27300,94950,55050,39900,78800,34800,44000,192000,72000,120000,24800,
51,1,517510,290910,125895,165015,99760,43645,56115,35700,16800,18900,65850,36450,29400,89600,29000,60600,208000,88000,120000,18600,
51,2,468420,265820,128875,136945,74820,31175,43645,14700,8400,6300,60900,31500,29400,115400,57800,57600,184000,64000,120000,18600,
51,3,458590,280790,109440,171350,87290,24940,62350,33600,10500,23100,73500,33600,39900,86400,40400,46000,153000,48000,105000,24800,
51,4,487720,294120,94000,200120,74820,0,74820,37800,14700,23100,63300,21300,42000,118200,58000,60200,175000,40000,135000,18600,
51,5,451660,273860,119845,154015,99760,43645,56115,44100,16800,27300,67200,33600,33600,62800,25800,37000,153000,48000,105000,24800,
51,6,519085,301485,154710,146775,68585,37410,31175,44100,27300,16800,58800,29400,29400,130000,60600,69400,199000,64000,135000,18600,
51,7,421225,280425,126975,153450,97825,31175,66650,46200,23100,23100,71400,27300,44100,65000,45400,19600,116000,56000,60000,24800,
51,8,477530,307730,145715,162015,112230,56115,56115,23100,8400,14700,100800,50400,50400,71600,30800,40800,145000,40000,105000,24800,
51,9,479225,279425,128445,150980,93525,43645,49880,31500,12600,18900,63000,29400,33600,91400,42800,48600,175000,40000,135000,24800,
51,10,479725,300925,132740,168185,93525,24940,68585,21000,16800,4200,88200,50400,37800,98200,40600,57600,154000,64000,90000,24800,
51,11,378490,244690,90840,153850,87290,24940,62350,29400,16800,12600,50400,6300,44100,77600,42800,34800,109000,64000,45000,24800,
51,12,504260,327460,127175,200285,99760,31175,68585,37800,14700,23100,98700,44100,54600,91200,37200,54000,152000,32000,120000,24800,
51,13,478960,300160,145415,154745,99760,56115,43645,35700,14700,21000,73500,37800,35700,91200,36800,54400,154000,64000,90000,24800,
51,14,571950,317150,126470,190680,62350,12470,49880,25200,12600,12600,99600,49200,50400,130000,52200,77800,230000,80000,150000,24800,
51,15,450220,271620,142010,129610,74820,37410,37410,37800,21000,16800,75600,37800,37800,83400,45800,37600,160000,40000,120000,18600,
51,16,464135,240335,113210,127125,68585,37410,31175,14700,4200,10500,52650,25200,27450,104400,46400,58000,199000,64000,135000,24800,
51,17,520695,296895,131845,165050,105995,43645,62350,35700,6300,29400,71400,35700,35700,83800,46200,37600,199000,64000,135000,24800,
51,18,522555,329755,115940,213815,81055,24940,56115,29400,12600,16800,98700,37800,60900,120600,40600,80000,168000,48000,120000,24800,
51,19,521155,309555,131610,177945,81055,37410,43645,42000,14700,27300,82500,44700,37800,104000,34800,69200,193000,88000,105000,18600,
51,20,543875,318275,146025,172250,93525,31175,62350,46200,18900,27300,71550,37950,33600,107000,58000,49000,207000,72000,135000,18600,
51,21,457255,322655,103905,218750,111155,18705,92450,33600,10500,23100,90300,39900,50400,87600,34800,52800,116000,56000,60000,18600,
51,22,484805,273205,113725,159480,81055,31175,49880,37800,12600,25200,52950,23550,29400,101400,46400,55000,193000,88000,105000,18600,
51,23,456625,321225,144175,177050,102125,31175,70950,35700,12600,23100,84000,46200,37800,99400,54200,45200,123000,48000,75000,12400,
51,24,514865,330065,137080,192985,118465,49880,68585,37800,14700,23100,75600,44100,31500,98200,28400,69800,160000,40000,120000,24800,
51,25,538560,298960,119010,179950,99760,37410,62350,39900,16800,23100,69900,30000,39900,89400,34800,54600,221000,56000,165000,18600,
51,26,493355,298755,138910,159845,81055,37410,43645,33600,10500,23100,77700,42000,35700,106400,49000,57400,176000,56000,120000,18600,
51,27,512430,309830,124845,184985,112230,43645,68585,44100,16800,27300,52500,21000,31500,101000,43400,57600,184000,64000,120000,18600,
51,28,520085,288285,144210,144075,68585,37410,31175,33600,16800,16800,75900,37800,38100,110200,52200,58000,207000,72000,135000,24800,
51,29,505655,287055,112705,174350,81055,18705,62350,33600,18900,14700,74400,34500,39900,98000,40600,57400,200000,80000,120000,18600,
51,30,452860,282060,114510,167550,99760,37410,62350,29400,18900,10500,69300,21000,48300,83600,37200,46400,146000,56000,90000,24800,
52,0,484630,326830,144280,182550,112230,49880,62350,39900,14700,25200,90300,48300,42000,84400,31400,53000,133000,88000,45000,24800,
52,1,510725,286925,125810,161115,93525,37410,56115,35700,10500,25200,65100,31500,33600,92600,46400,46200,199000,64000,135000,24800,
52,2,423490,265690,110510,155180,87290,37410,49880,18900,12600,6300,39900,6300,33600,119600,54200,65400,133000,88000,45000,24800,
52,3,449520,276920,130575,146345,74820,31175,43645,31500,12600,18900,67200,37800,29400,103400,49000,54400,154000,64000,90000,18600,
52,4,404190,279390,126910,152480,91590,41710,49880,37800,18900,18900,67200,31500,35700,82800,34800,48000,100000,40000,60000,24800,
52,5,485775,283175,128125,155050,93525,31175,62350,46200,18900,27300,56850,31650,25200,86600,46400,40200,184000,64000,120000,18600,
52,6,454650,276850,139540,137310,62350,24940,37410,44100,23100,21000,75600,48300,27300,94800,43200,51600,153000,48000,105000,24800,
52,7,470860,306260,150845,155415,99760,43645,56115,37800,18900,18900,69300,39900,29400,99400,48400,51000,146000,56000,90000,18600,
52,8,556095,302295,128275,174020,105995,31175,74820,39900,21000,18900,70200,47100,23100,86200,29000,57200,229000,64000,165000,24800,
52,9,586425,293625,151260,142365,93525,37410,56115,37800,21000,16800,75300,40650,34650,87000,52200,34800,268000,88000,180000,24800,
52,10,494020,279220,115440,163780,74820,24940,49880,48300,16800,31500,69300,27300,42000,86800,46400,40400,190000,40000,150000,24800,
52,11,458290,278690,108775,169915,87290,31175,56115,37800,10500,27300,73800,38100,35700,79800,29000,50800,161000,56000,105000,18600,
52,12,544630,342030,152145,189885,112230,43645,68585,33600,16800,16800,92400,48300,44100,103800,43400,60400,184000,64000,120000,18600,
52,13,520485,310885,148210,162675,68585,37410,31175,46200,16800,29400,77700,33600,44100,118400,60400,58000,191000,56000,135000,18600,
52,14,469195,289595,136610,152985,105995,37410,68585,27300,14700,12600,65100,35700,29400,91200,48800,42400,161000,56000,105000,18600,
52,15,488300,310500,134980,175520,124700,49880,74820,42000,16800,25200,71400,31500,39900,72400,36800,35600,153000,48000,105000,24800,
52,16,443130,257330,96020,161310,49880,12470,37410,37800,12600,25200,88650,36150,52500,81000,34800,46200,161000,56000,105000,24800,
52,17,482155,294555,130075,164480,81055,31175,49880,31500,10500,21000,84000,42000,42000,98000,46400,51600,169000,64000,105000,18600,
52,18,560500,326900,144075,182825,62350,31175,31175,37800,10500,27300,99150,44400,54750,127600,58000,69600,215000,80000,135000,18600,
52,19,469555,296955,131540,165415,81055,24940,56115,39900,18900,21000,75600,35700,39900,100400,52000,48400,154000,64000,90000,18600,
52,20,529535,298735,111825,186910,68585,31175,37410,39900,18900,21000,82650,38550,44100,107600,23200,84400,206000,56000,150000,24800,
52,21,490765,274965,127180,147785,118465,49880,68585,23100,14700,8400,58800,25200,33600,74600,37400,37200,191000,56000,135000,24800,
52,22,442290,255490,110440,145050,87290,24940,62350,27300,14700,12600,63300,36000,27300,77600,34800,42800,162000,72000,90000,24800,
52,23,547995,308195,148780,159415,105995,49880,56115,23100,12600,10500,69300,31500,37800,109800,54800,55000,215000,80000,135000,24800,
52,24,456860,291260,125410,165850,99760,37410,62350,35700,14700,21000,75600,35700,39900,80200,37600,42600,147000,72000,75000,18600,
52,25,460760,275960,135945,140015,99760,43645,56115,27300,8400,18900,86100,52500,33600,62800,31400,31400,160000,40000,120000,24800,
52,26,497460,294860,143310,151550,99760,37410,62350,37800,18900,18900,56700,37800,18900,100600,49200,51400,184000,64000,120000,18600,
52,27,464125,291525,125145,166380,93525,43645,49880,37800,10500,27300,79800,33600,46200,80400,37400,43000,154000,64000,90000,18600,
52,28,439955,270355,93405,176950,111155,18705,92450,33600,12600,21000,50400,18900,31500,75200,43200,32000,151000,16000,135000,18600,
52,29,454325,292325,145680,146645,97825,54180,43645,31500,14700,16800,71400,42000,29400,91600,34800,56800,131000,56000,75000,31000,
52,30,484560,313760,123440,190320,99760,24940,74820,29400,8400,21000,88200,44100,44100,96400,46000,50400,146000,56000,90000,24800,
53,0,471525,286725,142510,144215,93525,37410,56115,27300,10500,16800,86100,46200,39900,79800,48400,31400,160000,40000,120000,24800,
53,1,445815,253015,107105,145910,56115,18705,37410,29400,14700,14700,60900,27300,33600,106600,46400,60200,168000,48000,120000,24800,
53,2,567840,342240,112555,229685,87290,18705,68585,46200,14700,31500,106350,55950,50400,102400,23200,79200,207000,72000,135000,18600,
53,3,392590,272190,130845,141345,87290,43645,43645,29400,14700,14700,73500,35700,37800,82000,36800,45200,108000,48000,60000,12400,
53,4,528660,327860,132240,195620,99760,24940,74820,48300,21000,27300,71400,39900,31500,108400,46400,62000,176000,56000,120000,24800,
53,5,440770,246970,122610,124360,74820,37410,37410,31500,12600,18900,56850,29400,27450,83800,43200,40600,169000,64000,105000,24800,
53,6,434085,278285,122805,155480,68585,18705,49880,29400,16800,12600,94500,44100,50400,85800,43200,42600,131000,56000,75000,24800,
53,7,471995,285395,120510,164885,105995,37410,68585,35700,16800,18900,77700,31500,46200,66000,34800,31200,168000,48000,120000,18600,
53,8,487400,270600,111830,158770,62350,49880,12470,33600,14700,18900,67650,29850,37800,107000,17400,89600,192000,72000,120000,24800,
53,9,442655,270855,141575,129280,81055,31175,49880,27300,12600,14700,73500,46200,27300,89000,51600,37400,147000,72000,75000,24800,
53,10,435390,265590,128310,137280,87290,37410,49880,31500,16800,14700,58800,31500,27300,88000,42600,45400,145000,40000,105000,24800,
53,11,489140,273340,121960,151380,87290,37410,49880,31500,12600,18900,82350,48750,33600,72200,23200,49000,191000,56000,135000,24800,
53,12,526025,295225,127110,168115,93525,37410,56115,33600,16800,16800,92700,38100,54600,75400,34800,40600,206000,56000,150000,24800,
53,13,579240,299640,141995,157645,87290,43645,43645,29400,10500,18900,90150,47250,42900,92800,40600,52200,261000,96000,165000,18600,
53,14,597165,382365,148510,233855,118465,37410,81055,48300,14700,33600,96600,42000,54600,119000,54400,64600,190000,40000,150000,24800,
53,15,584590,336990,151675,185315,87290,31175,56115,39900,14700,25200,105600,59400,46200,104200,46400,57800,229000,64000,165000,18600,
53,16,420985,289185,137610,151575,68585,37410,31175,48300,21000,27300,102900,50400,52500,69400,28800,40600,107000,32000,75000,24800,
53,17,498125,289325,130945,158380,93525,43645,49880,42000,16800,25200,75600,35700,39900,78200,34800,43400,184000,64000,120000,24800,
53,18,501040,282640,127560,155080,87290,37410,49880,31500,12600,18900,56850,25350,31500,107000,52200,54800,206000,56000,150000,12400,
53,19,430620,258020,107475,150545,74820,31175,43645,27300,12600,14700,60900,23100,37800,95000,40600,54400,154000,64000,90000,18600,
53,20,562205,322405,149210,173195,81055,37410,43645,39900,16800,23100,97050,48600,48450,104400,46400,58000,215000,80000,135000,24800,
53,21,536895,303295,139945,163350,105995,43645,62350,25200,16800,8400,90900,44700,46200,81200,34800,46400,215000,80000,135000,18600,
53,22,526175,291575,137275,154300,93525,31175,62350,33600,16800,16800,65850,25500,40350,98600,63800,34800,216000,96000,120000,18600,
53,23,505020,305220,136410,168810,74820,37410,37410,33600,12600,21000,84000,37800,46200,112800,48600,64200,175000,40000,135000,24800,
53,24,531290,299490,138175,161315,87290,31175,56115,35700,14700,21000,69300,31500,37800,107200,60800,46400,207000,72000,135000,24800,
53,25,615365,329765,139530,190235,118465,49880,68585,46200,18900,27300,72300,30150,42150,92800,40600,52200,267000,72000,195000,18600,
53,26,468820,273220,148210,125010,74820,37410,37410,31500,12600,18900,97500,46200,51300,69400,52000,17400,177000,72000,105000,18600,
53,27,575140,305340,136260,169080,87290,37410,49880,37800,16800,21000,70050,29850,40200,110200,52200,58000,245000,80000,165000,24800,
53,28,502640,277040,126320,150720,87290,12470,74820,37800,16800,21000,59550,44850,14700,92400,52200,40200,207000,72000,135000,18600,
53,29,487720,286920,120775,166145,74820,31175,43645,33600,8400,25200,69300,29400,39900,109200,51800,57400,176000,56000,120000,24800,
53,30,508085,284285,122260,162025,68585,37410,31175,50400,18900,31500,78300,25350,52950,87000,40600,46400,199000,64000,135000,24800,
54,0,420455,287655,133310,154345,81055,37410,43645,42000,18900,23100,67200,42000,25200,97400,35000,62400,108000,48000,60000,24800,
54,1,532860,309060,131675,177385,99760,31175,68585,44100,21000,23100,67200,27300,39900,98000,52200,45800,199000,64000,135000,24800,
54,2,509855,308055,156845,151210,81055,43645,37410,39900,10500,29400,86100,56700,29400,101000,46000,55000,177000,72000,105000,24800,
54,3,449520,276920,130575,146345,74820,31175,43645,31500,12600,18900,67200,37800,29400,103400,49000,54400,154000,64000,90000,18600,
54,4,404190,279390,126910,152480,91590,41710,49880,37800,18900,18900,67200,31500,35700,82800,34800,48000,100000,40000,60000,24800,
54,5,485775,283175,128125,155050,93525,31175,62350,46200,18900,27300,56850,31650,25200,86600,46400,40200,184000,64000,120000,18600,
54,6,454650,276850,139540,137310,62350,24940,37410,44100,23100,21000,75600,48300,27300,94800,43200,51600,153000,48000,105000,24800,
54,7,470860,306260,150845,155415,99760,43645,56115,37800,18900,18900,69300,39900,29400,99400,48400,51000,146000,56000,90000,18600,
54,8,556095,302295,128275,174020,105995,31175,74820,39900,21000,18900,70200,47100,23100,86200,29000,57200,229000,64000,165000,24800,
54,9,586425,293625,151260,142365,93525,37410,56115,37800,21000,16800,75300,40650,34650,87000,52200,34800,268000,88000,180000,24800,
54,10,494020,279220,115440,163780,74820,24940,49880,48300,16800,31500,69300,27300,42000,86800,46400,40400,190000,40000,150000,24800,
54,11,458290,278690,108775,169915,87290,31175,56115,37800,10500,27300,73800,38100,35700,79800,29000,50800,161000,56000,105000,18600,
54,12,544630,342030,152145,189885,112230,43645,68585,33600,16800,16800,92400,48300,44100,103800,43400,60400,184000,64000,120000,18600,
54,13,520485,310885,148210,162675,68585,37410,31175,46200,16800,29400,77700,33600,44100,118400,60400,58000,191000,56000,135000,18600,
54,14,469195,289595,136610,152985,105995,37410,68585,27300,14700,12600,65100,35700,29400,91200,48800,42400,161000,56000,105000,18600,
54,15,488300,310500,134980,175520,124700,49880,74820,42000,16800,25200,71400,31500,39900,72400,36800,35600,153000,48000,105000,24800,
54,16,443130,257330,96020,161310,49880,12470,37410,37800,12600,25200,88650,36150,52500,81000,34800,46200,161000,56000,105000,24800,
54,17,482155,294555,130075,164480,81055,31175,49880,31500,10500,21000,84000,42000,42000,98000,46400,51600,169000,64000,105000,18600,
54,18,560500,326900,144075,182825,62350,31175,31175,37800,10500,27300,99150,44400,54750,127600,58000,69600,215000,80000,135000,18600,
54,19,469555,296955,131540,165415,81055,24940,56115,39900,18900,21000,75600,35700,39900,100400,52000,48400,154000,64000,90000,18600,
54,20,529535,298735,111825,186910,68585,31175,37410,39900,18900,21000,82650,38550,44100,107600,23200,84400,206000,56000,150000,24800,
54,21,490765,274965,127180,147785,118465,49880,68585,23100,14700,8400,58800,25200,33600,74600,37400,37200,191000,56000,135000,24800,
54,22,442290,255490,110440,145050,87290,24940,62350,27300,14700,12600,63300,36000,27300,77600,34800,42800,162000,72000,90000,24800,
54,23,547995,308195,148780,159415,105995,49880,56115,23100,12600,10500,69300,31500,37800,109800,54800,55000,215000,80000,135000,24800,
54,24,456860,291260,125410,165850,99760,37410,62350,35700,14700,21000,75600,35700,39900,80200,37600,42600,147000,72000,75000,18600,
54,25,460760,275960,135945,140015,99760,43645,56115,27300,8400,18900,86100,52500,33600,62800,31400,31400,160000,40000,120000,24800,
54,26,497460,294860,143310,151550,99760,37410,62350,37800,18900,18900,56700,37800,18900,100600,49200,51400,184000,64000,120000,18600,
54,27,464125,291525,125145,166380,93525,43645,49880,37800,10500,27300,79800,33600,46200,80400,37400,43000,154000,64000,90000,18600,
54,28,439955,270355,93405,176950,111155,18705,92450,33600,12600,21000,50400,18900,31500,75200,43200,32000,151000,16000,135000,18600,
54,29,454325,292325,145680,146645,97825,54180,43645,31500,14700,16800,71400,42000,29400,91600,34800,56800,131000,56000,75000,31000,
54,30,484560,313760,123440,190320,99760,24940,74820,29400,8400,21000,88200,44100,44100,96400,46000,50400,146000,56000,90000,24800,
55,0,542045,339445,147460,191985,105995,37410,68585,35700,16800,18900,96750,52650,44100,101000,40600,60400,184000,64000,120000,18600,
55,1,572415,308815,137055,171760,56115,18705,37410,27300,16800,10500,97800,49350,48450,127600,52200,75400,245000,80000,165000,18600,
55,2,431985,247185,121075,126110,68585,31175,37410,35700,18900,16800,65100,42000,23100,77800,29000,48800,160000,40000,120000,24800,
55,3,428590,296790,106210,190580,107490,40410,67080,23100,10500,12600,71400,27300,44100,94800,28000,66800,107000,32000,75000,24800,
55,4,456560,278760,136645,142115,99760,43645,56115,33600,14700,18900,71400,35700,35700,74000,42600,31400,153000,48000,105000,24800,
55,5,457450,261850,99005,162845,62350,18705,43645,29400,16800,12600,80700,34500,46200,89400,29000,60400,177000,72000,105000,18600,
55,6,416430,280830,98145,182685,112230,43645,68585,35700,14700,21000,56700,16800,39900,76200,23000,53200,117000,72000,45000,18600,
55,7,495930,295130,126280,168850,112230,49880,62350,33600,16800,16800,69300,33600,35700,80000,26000,54000,176000,56000,120000,24800,
55,8,425390,307590,125410,182180,104490,37410,67080,35700,14700,21000,63000,35700,27300,104400,37600,66800,93000,48000,45000,24800,
55,9,501660,286060,136110,149950,99760,37410,62350,21000,12600,8400,81900,39900,42000,83400,46200,37200,197000,32000,165000,18600,
55,10,503590,303790,116010,187780,87290,37410,49880,46200,18900,27300,92700,42300,50400,77600,17400,60200,175000,40000,135000,24800,
55,11,511195,317595,148510,169085,105995,37410,68585,39900,18900,21000,86100,37800,48300,85600,54400,31200,175000,40000,135000,18600,
55,12,508320,350720,164975,185745,74820,31175,43645,33600,16800,16800,111300,54600,56700,131000,62400,68600,139000,64000,75000,18600,
55,13,549925,311125,140445,170680,93525,43645,49880,33600,18900,14700,71400,31500,39900,112600,46400,66200,214000,64000,150000,24800,
55,14,525790,285190,131110,154080,87290,37410,49880,37800,16800,21000,61500,36300,25200,98600,40600,58000,222000,72000,150000,18600,
55,15,501745,291945,119290,172655,105995,24940,81055,29400,6300,23100,67350,35850,31500,89200,52200,37000,185000,80000,105000,24800,
55,16,404320,260920,138245,122675,74820,43645,31175,29400,12600,16800,73500,50400,23100,83200,31600,51600,131000,56000,75000,12400,
55,17,529460,304860,123710,181150,99760,37410,62350,31500,16800,14700,93000,40500,52500,80600,29000,51600,206000,56000,150000,18600,
55,18,587615,353215,136330,216885,118465,49880,68585,37800,14700,23100,97350,42750,54600,99600,29000,70600,222000,72000,150000,12400,
55,19,408020,254220,99210,155010,74820,37410,37410,25200,6300,18900,79800,35700,44100,74400,19800,54600,129000,24000,105000,24800,
55,20,506130,306330,118380,187950,112230,49880,62350,37800,12600,25200,73500,27300,46200,82800,28600,54200,175000,40000,135000,24800,
55,21,412085,234285,77470,156815,68585,12470,56115,29400,8400,21000,84900,45000,39900,51400,11600,39800,153000,48000,105000,24800,
55,22,468290,260490,131710,128780,87290,37410,49880,29400,16800,12600,46200,31500,14700,97600,46000,51600,183000,48000,135000,24800,
55,23,539985,300385,145010,155375,68585,37410,31175,35700,14700,21000,80100,46500,33600,116000,46400,69600,221000,56000,165000,18600,
55,24,532425,324625,163910,160715,93525,37410,56115,48300,23100,25200,79800,54600,25200,103000,48800,54200,183000,48000,135000,24800,
55,25,446390,296790,122475,174315,87290,31175,56115,31500,10500,21000,71400,37800,33600,106600,43000,63600,131000,56000,75000,18600,
55,26,559230,327430,128110,199320,112230,37410,74820,33600,12600,21000,67200,23100,44100,114400,55000,59400,207000,72000,135000,24800,
55,27,426865,291265,130780,160485,127065,49880,77185,18900,10500,8400,86100,50400,35700,59200,20000,39200,117000,72000,45000,18600,
55,28,532760,300960,135445,165515,99760,43645,56115,29400,14700,14700,73800,42300,31500,98000,34800,63200,207000,72000,135000,24800,
55,29,475690,294290,114610,179680,87290,37410,49880,29400,12600,16800,67200,12600,54600,110400,52000,58400,169000,64000,105000,12400,
55,30,491595,296995,130945,166050,105995,43645,62350,39900,18900,21000,73500,33600,39900,77600,34800,42800,176000,56000,120000,18600,
56,0,550260,317460,111405,206055,99760,18705,81055,33600,12600,21000,65700,27900,37800,118400,52200,66200,208000,88000,120000,24800,
56,1,580735,341135,138545,202590,130935,43645,87290,25200,4200,21000,71400,35700,35700,113600,55000,58600,221000,56000,165000,18600,
56,2,505860,296260,135080,161180,99760,49880,49880,42000,14700,27300,65100,27300,37800,89400,43200,46200,191000,56000,135000,18600,
56,3,438860,277060,133010,144050,99760,37410,62350,37800,16800,21000,65100,42000,23100,74400,36800,37600,137000,32000,105000,24800,
