Population,Day,objective,district task cost,district task cost collecting,district task cost sending,district 1 cost,d1 cost collecting,d1 cost sending,district 2 cost,d2 cost collecting,d2 cost sending,district 3 cost,d3 cost collecting,d3 cost sending,district 4 cost,d4 cost collecting,d4 cost sending,transfer taks cost,transshipment center 1 cost,transshipment center 2 cost,major customer task cost,
24,29,552800,334200,129050,205150,73800,30000,43800,62400,21750,40650,91800,43500,48300,106200,33800,72400,200000,80000,120000,18600,
24,30,430685,290885,129850,161035,58535,37300,21235,46950,21750,25200,76800,34800,42000,108600,36000,72600,115000,40000,75000,24800,
25,0,528620,326020,143200,182820,75470,27000,48470,49950,26100,23850,106200,62100,44100,94400,28000,66400,184000,64000,120000,18600,
25,1,554050,290450,130350,160100,36000,12000,24000,41250,26100,15150,126000,58650,67350,87200,33600,53600,245000,80000,165000,18600,
25,2,518850,293250,150200,143050,64300,28300,36000,58650,26100,32550,75900,49800,26100,94400,46000,48400,207000,72000,135000,18600,
25,3,432300,246500,96250,150250,62200,12000,50200,49950,21750,28200,66750,34500,32250,67600,28000,39600,161000,56000,105000,24800,
25,4,465100,294300,119800,174500,72900,21000,51900,43050,21750,21300,99750,57450,42300,78600,19600,59000,146000,56000,90000,24800,
25,5,407000,220400,120400,100000,57000,36000,21000,36900,13050,23850,84300,51750,32550,42200,19600,22600,168000,48000,120000,18600,
25,6,446150,238350,113100,125250,51000,21000,30000,39150,8700,30450,78000,49800,28200,70200,33600,36600,183000,48000,135000,24800,
25,7,484500,274900,127900,147000,49300,18000,31300,36900,19500,17400,126900,70800,56100,61800,19600,42200,191000,56000,135000,18600,
25,8,426250,254650,134400,120250,69000,27000,42000,41250,26100,15150,70800,44700,26100,73600,36600,37000,153000,48000,105000,18600,
25,9,451600,257800,114200,143600,64300,27000,37300,32550,15150,17400,78150,41250,36900,82800,30800,52000,169000,64000,105000,24800,
25,10,509400,290800,112150,178650,67300,27000,40300,50850,21750,29100,90450,34800,55650,82200,28600,53600,200000,80000,120000,18600,
25,11,478550,270750,124200,146550,75000,30000,45000,36900,23850,13050,92850,45150,47700,66000,25200,40800,183000,48000,135000,24800,
25,12,366220,234420,82800,151620,60470,21000,39470,30000,19500,10500,57150,25500,31650,86800,16800,70000,107000,32000,75000,24800,
25,13,498600,304800,112800,192000,75000,27000,48000,39150,21750,17400,72450,38850,33600,118200,25200,93000,169000,64000,105000,24800,
25,14,546900,330100,126500,203600,61300,18000,43300,47100,30450,16650,99900,47250,52650,121800,30800,91000,192000,72000,120000,24800,
25,15,427570,256970,84400,172570,54470,15000,39470,34200,17400,16800,93300,40800,52500,75000,11200,63800,152000,32000,120000,18600,
25,16,389100,255500,105750,149750,90500,24000,66500,53850,21600,32250,52950,31950,21000,58200,28200,30000,115000,40000,75000,18600,
25,17,480800,271000,140900,130100,82300,37300,45000,45600,17400,28200,95100,58200,36900,48000,28000,20000,185000,80000,105000,24800,
25,18,416050,267450,102650,164800,68200,21000,47200,38550,15150,23400,63900,34500,29400,96800,32000,64800,130000,40000,90000,18600,
25,19,421950,275150,109100,166050,68600,24000,44600,45000,15150,29850,72750,36150,36600,88800,33800,55000,122000,32000,90000,24800,
25,20,461000,251200,125300,125900,36000,21000,15000,60750,23850,36900,76050,41250,34800,78400,39200,39200,185000,80000,105000,24800,
25,21,535335,318535,138200,180335,78735,36000,42735,60750,23850,36900,94050,55950,38100,85000,22400,62600,192000,72000,120000,24800,
25,22,515000,312400,144200,168200,69000,30000,39000,50700,21600,29100,98700,55800,42900,94000,36800,57200,184000,64000,120000,18600,
25,23,432585,283785,114535,169250,45235,27235,18000,49950,19500,30450,63600,25800,37800,125000,42000,83000,124000,64000,60000,24800,
25,24,511750,324150,131350,192800,56200,30000,26200,38400,17400,21000,97950,47550,50400,131600,36400,95200,169000,64000,105000,18600,
25,25,500600,269600,124400,145200,63000,18000,45000,36900,21750,15150,75900,45450,30450,93800,39200,54600,200000,80000,120000,31000,
25,26,417600,254800,113750,141050,48000,27000,21000,34650,17400,17250,83550,38550,45000,88600,30800,57800,138000,48000,90000,24800,
25,27,501550,293750,142550,151200,45000,12000,33000,35550,20400,15150,118800,62550,56250,94400,47600,46800,183000,48000,135000,24800,
25,28,475120,290320,134085,156235,60470,27235,33235,49950,23850,26100,93300,51000,42300,86600,32000,54600,160000,40000,120000,24800,
25,29,468750,281150,146550,134600,50600,29600,21000,46350,33300,13050,79800,47250,32550,104400,36400,68000,169000,64000,105000,18600,
25,30,484000,258400,119600,138800,42000,15000,27000,52200,26100,26100,91200,47700,43500,73000,30800,42200,207000,72000,135000,18600,
26,0,478700,320900,139350,181550,81900,33000,48900,49050,20400,28650,99750,57750,42000,90200,28200,62000,133000,88000,45000,24800,
26,1,493835,270035,119000,151035,63235,24000,39235,45300,15150,30150,95700,47850,47850,65800,32000,33800,199000,64000,135000,24800,
26,2,411235,253435,104300,149135,57235,24000,33235,26100,17400,8700,54300,8700,45600,115800,54200,61600,133000,88000,45000,24800,
26,3,492035,251435,117650,133785,63235,15000,48235,43500,30450,13050,75900,49800,26100,68800,22400,46400,222000,72000,150000,18600,
26,4,519300,300700,119350,181350,70800,21000,49800,41100,12900,28200,112200,62850,49350,76600,22600,54000,200000,80000,120000,18600,
26,5,495520,279720,111650,168070,54470,18000,36470,56400,15150,41250,85650,47700,37950,83200,30800,52400,191000,56000,135000,24800,
26,6,435250,240650,127650,113000,60000,27000,33000,60750,28200,32550,51900,38850,13050,68000,33600,34400,176000,56000,120000,18600,
26,7,572700,308100,140450,167650,51000,33000,18000,56550,26100,30450,95550,49950,45600,105000,31400,73600,246000,96000,150000,18600,
26,8,540400,324600,135000,189600,72900,21000,51900,51600,30300,21300,87300,38700,48600,112800,45000,67800,191000,56000,135000,24800,
26,9,486200,277400,119750,157650,65200,24000,41200,28050,21750,6300,116550,51600,64950,67600,22400,45200,184000,64000,120000,24800,
26,10,496000,271200,115850,155350,58300,24000,34300,47850,21750,26100,80250,47700,32550,84800,22400,62400,200000,80000,120000,24800,
26,11,491700,281100,134650,146450,81000,33000,48000,52200,21750,30450,80100,51900,28200,67800,28000,39800,192000,72000,120000,18600,
26,12,417050,221450,101300,120150,57000,27000,30000,23850,13050,10800,63000,41250,21750,77600,20000,57600,177000,72000,105000,18600,
26,13,516820,291220,114000,177220,49770,15000,34770,55200,21750,33450,94650,52050,42600,91600,25200,66400,207000,72000,135000,18600,
26,14,432770,282170,119050,163120,63470,18000,45470,47700,21750,25950,82800,42900,39900,88200,36400,51800,132000,72000,60000,18600,
26,15,532550,352950,133050,219900,91400,30000,61400,48600,20400,28200,80550,37650,42900,132400,45000,87400,161000,56000,105000,18600,
26,16,401050,252450,119250,133200,63000,36000,27000,56250,26100,30150,68400,31950,36450,64800,25200,39600,130000,40000,90000,18600,
26,17,501450,249650,102750,146900,63000,27000,36000,34650,19500,15150,103800,30450,73350,48200,25800,22400,227000,32000,195000,24800,
26,18,538650,313050,138650,174400,52300,27000,25300,47700,15150,32550,107850,54300,53550,105200,42200,63000,207000,72000,135000,18600,
26,19,485885,298285,134250,164035,61535,21000,40535,65100,34800,30300,80850,44850,36000,90800,33600,57200,169000,64000,105000,18600,
26,20,436050,301650,113700,187950,75900,36000,39900,47100,12900,34200,72450,36600,35850,106200,28200,78000,122000,32000,90000,12400,
26,21,493800,259200,109700,149500,54000,18000,36000,54300,26100,28200,99900,45600,54300,51000,20000,31000,216000,96000,120000,18600,
26,22,488335,290335,135550,154785,59835,24000,35835,57300,24750,32550,74400,38400,36000,98800,48400,50400,167000,32000,135000,31000,
26,23,526850,287850,109400,178450,84500,21000,63500,41250,30450,10800,82500,32550,49950,79600,25400,54200,208000,88000,120000,31000,
26,24,517050,305450,157800,147650,54000,24000,30000,57300,29100,28200,84150,60300,23850,110000,44400,65600,193000,88000,105000,18600,
26,25,591150,337350,132700,204650,73300,30000,43300,48150,19500,28650,74700,34800,39900,141200,48400,92800,229000,64000,165000,24800,
26,26,470900,270100,126100,144000,58300,27000,31300,46500,21750,24750,96900,49350,47550,68400,28000,40400,176000,56000,120000,24800,
26,27,416385,246585,85900,160685,57235,18000,39235,34950,2100,32850,68400,34800,33600,86000,31000,55000,145000,40000,105000,24800,
26,28,500950,316150,116600,199550,61800,15000,46800,57900,28050,29850,103650,42750,60900,92800,30800,62000,160000,40000,120000,24800,
26,29,447835,267235,107750,159485,57235,21000,36235,52050,23850,28200,60150,26100,34050,97800,36800,61000,162000,72000,90000,18600,
26,30,505535,288735,156985,131750,60235,24235,36000,58500,21600,36900,76200,63150,13050,93800,48000,45800,192000,72000,120000,24800,
27,0,523900,277100,126200,150900,48000,30000,18000,63000,23850,39150,101700,49950,51750,64400,22400,42000,222000,72000,150000,24800,
27,1,508385,285585,133050,152535,60235,24000,36235,56400,21750,34650,77550,53700,23850,91400,33600,57800,198000,48000,150000,24800,
27,2,468900,268100,118100,150000,69000,33000,36000,49950,19500,30450,75750,43200,32550,73400,22400,51000,176000,56000,120000,24800,
27,3,487300,276700,129150,147550,60000,24000,36000,49950,23850,26100,78150,47700,30450,88600,33600,55000,192000,72000,120000,18600,
27,4,447200,238400,104150,134250,48000,21000,27000,45450,21600,23850,88950,39150,49800,56000,22400,33600,184000,64000,120000,24800,
27,5,383000,242200,103600,138600,54000,24000,30000,41250,19500,21750,68550,32100,36450,78400,28000,50400,116000,56000,60000,24800,
27,6,512535,333735,137250,196485,68435,18000,50435,72750,33450,39300,93150,42600,50550,99400,43200,56200,154000,64000,90000,24800,
27,7,436285,240685,127385,113300,66235,30235,36000,43350,23850,19500,71700,36900,34800,59400,36400,23000,177000,72000,105000,18600,
27,8,519250,281450,123450,158000,65600,24000,41600,56250,17250,39000,73800,45600,28200,85800,36600,49200,213000,48000,165000,24800,
27,9,477735,299935,90200,209735,81735,18000,63735,52800,26100,26700,63600,23700,39900,101800,22400,79400,153000,48000,105000,24800,
27,10,544700,311100,143150,167950,76300,30000,46300,55200,30450,24750,95400,51900,43500,84200,30800,53400,215000,80000,135000,18600,
27,11,470150,260550,112200,148350,39000,24000,15000,60750,19500,41250,90600,43500,47100,70200,25200,45000,191000,56000,135000,18600,
27,12,498600,288800,146300,142500,67300,34300,33000,46500,24750,21750,112200,49650,62550,62800,37600,25200,185000,80000,105000,24800,
27,13,333250,221650,103650,118000,36000,27000,9000,39000,17400,21600,93450,42450,51000,53200,16800,36400,93000,48000,45000,18600,
27,14,433400,252000,118300,133700,72000,30000,42000,36900,15150,21750,95100,39150,55950,48000,34000,14000,169000,64000,105000,12400,
27,15,543985,283185,135435,147750,72235,39235,33000,43350,15150,28200,91200,41250,49950,76400,39800,36600,236000,56000,180000,24800,
27,16,493655,315855,135950,179905,75305,31300,44005,41250,18150,23100,101700,55500,46200,97600,31000,66600,153000,48000,105000,24800,
27,17,565000,310200,122650,187550,60000,24000,36000,41100,15150,25950,88500,43500,45000,120600,40000,80600,230000,80000,150000,24800,
27,18,467000,273200,116350,156850,30000,27000,3000,35550,10800,24750,101250,47550,53700,106400,31000,75400,169000,64000,105000,24800,
27,19,499800,268000,107200,160800,63000,18000,45000,45600,17400,28200,63000,34800,28200,96400,37000,59400,207000,72000,135000,24800,
27,20,477900,292100,125350,166750,57000,18000,39000,60750,28200,32550,76350,42750,33600,98000,36400,61600,161000,56000,105000,24800,
27,21,431250,228650,85150,143500,51000,15000,36000,41100,19500,21600,56550,30450,26100,80000,20200,59800,184000,64000,120000,18600,
27,22,487300,284700,131700,153000,70300,33000,37300,47850,17400,30450,99150,47700,51450,67400,33600,33800,184000,64000,120000,18600,
27,23,433700,268100,136600,131500,54000,24000,30000,46350,20400,25950,77550,55800,21750,90200,36400,53800,147000,72000,75000,18600,
27,24,615035,352235,155435,196800,75235,39235,36000,61500,26850,34650,110100,49950,60150,105400,39400,66000,238000,88000,150000,24800,
27,25,466120,226520,120600,105920,33470,18000,15470,28200,10800,17400,100050,52200,47850,64800,39600,25200,221000,56000,165000,18600,
27,26,544720,304920,115100,189820,57470,21000,36470,58500,23850,34650,96750,47850,48900,92200,22400,69800,215000,80000,135000,24800,
27,27,472950,280150,119450,160700,52300,24000,28300,47850,21750,26100,83400,34500,48900,96600,39200,57400,168000,48000,120000,24800,
27,28,409100,236500,118400,118100,57000,27000,30000,49800,21600,28200,65100,39000,26100,64600,30800,33800,154000,64000,90000,18600,
27,29,498300,284300,109500,174800,76300,42000,34300,47550,17250,30300,70650,30450,40200,89800,19800,70000,183000,48000,135000,31000,
27,30,367050,239450,113750,125700,71600,27000,44600,54300,23850,30450,45150,32100,13050,68400,30800,37600,109000,64000,45000,18600,
28,0,431000,269200,112800,156400,46300,15000,31300,28050,15150,12900,84450,49050,35400,110400,33600,76800,137000,32000,105000,24800,
28,1,417385,221785,106985,114800,45235,18235,27000,49800,23850,25950,67350,36900,30450,59400,28000,31400,177000,72000,105000,18600,
28,2,519650,302850,127600,175250,60000,24000,36000,46500,8700,37800,115950,58500,57450,80400,36400,44000,192000,72000,120000,24800,
28,3,489200,287600,133100,154500,70300,24000,46300,54300,19500,34800,90000,55800,34200,73000,33800,39200,183000,48000,135000,18600,
28,4,489170,288170,114000,174170,57470,24000,33470,60750,26100,34650,89550,30300,59250,80400,33600,46800,170000,80000,90000,31000,
28,5,384570,238570,126620,111950,51470,30470,21000,61350,28950,32400,86550,42000,44550,39200,25200,14000,115000,40000,75000,31000,
28,6,386400,214800,93900,120900,30000,18000,12000,47700,15150,32550,66900,32550,34350,70200,28200,42000,153000,48000,105000,18600,
28,7,485050,274450,132500,141950,54000,30000,24000,52050,19500,32550,78000,34800,43200,90400,48200,42200,192000,72000,120000,18600,
28,8,609000,321400,144150,177250,69000,30000,39000,63000,26100,36900,80400,47850,32550,109000,40200,68800,269000,104000,165000,18600,
28,9,479000,247200,97750,149450,57000,24000,33000,45600,17400,28200,95400,39150,56250,49200,17200,32000,207000,72000,135000,24800,
28,10,463235,274835,123200,151635,57235,21000,36235,46200,21450,24750,97200,49950,47250,74200,30800,43400,176000,56000,120000,12400,
28,11,436600,259800,126650,133150,39000,27000,12000,54300,21750,32550,78900,36300,42600,87600,41600,46000,152000,32000,120000,24800,
28,12,445050,298250,118650,179600,53600,18000,35600,45750,24750,21000,90300,42300,48000,108600,33600,75000,122000,32000,90000,24800,
28,13,467800,267800,106850,160950,77600,33000,44600,32400,6300,26100,86400,39150,47250,71400,28400,43000,169000,64000,105000,31000,
28,14,522100,288700,131550,157150,54000,24000,30000,57300,28200,29100,114600,54150,60450,62800,25200,37600,221000,56000,165000,12400,
28,15,399020,273220,125885,147335,64770,30235,34535,51900,21600,30300,75750,40050,35700,80800,34000,46800,101000,56000,45000,24800,
28,16,497800,273200,103200,170000,60900,21000,39900,42000,4200,37800,99300,52200,47100,71000,25800,45200,206000,56000,150000,18600,
28,17,448735,270135,115750,154385,51235,21000,30235,56400,26100,30300,110700,49050,61650,51800,19600,32200,160000,40000,120000,18600,
28,18,443200,258400,140200,118200,59600,35600,24000,54150,21600,32550,59850,31800,28050,84800,51200,33600,160000,40000,120000,24800,
28,19,451250,248650,119400,129250,42000,27000,15000,39150,17400,21750,97500,49800,47700,70000,25200,44800,184000,64000,120000,18600,
28,20,484970,289370,137935,151435,72470,30235,42235,39900,28200,11700,105600,42900,62700,71400,36600,34800,177000,72000,105000,18600,
28,21,372000,216200,109850,106350,48000,21000,27000,47550,15150,32400,64650,42900,21750,56000,30800,25200,131000,56000,75000,24800,
28,22,507600,268000,100600,167400,51000,21000,30000,58500,28200,30300,66900,28200,38700,91600,23200,68400,221000,56000,165000,18600,
28,23,428235,257435,98000,159435,48235,9000,39235,47700,13050,34650,78900,36750,42150,82600,39200,43400,146000,56000,90000,24800,
28,24,380250,231650,102950,128700,67300,33000,34300,43350,23850,19500,66600,23700,42900,54400,22400,32000,130000,40000,90000,18600,
28,25,463585,278785,121985,156800,70135,21235,48900,52050,21600,30450,77400,42750,34650,79200,36400,42800,160000,40000,120000,24800,
28,26,507850,291050,120300,170750,54000,18000,36000,54300,17400,36900,77550,36900,40650,105200,48000,57200,192000,72000,120000,24800,
28,27,477400,289000,145550,143450,66000,24000,42000,47850,17400,30450,93150,54150,39000,82000,50000,32000,176000,56000,120000,12400,
28,28,496300,264500,130750,133750,42000,27000,15000,56550,30450,26100,93150,45300,47850,72800,28000,44800,207000,72000,135000,24800,
28,29,489700,273900,132350,141550,45000,24000,21000,49800,19500,30300,120300,58050,62250,58800,30800,28000,191000,56000,135000,24800,
28,30,539300,277500,138100,139400,63000,27000,36000,41100,21600,19500,84600,58500,26100,88800,31000,57800,237000,72000,165000,24800,
29,0,441635,247835,108135,139700,54235,18235,36000,49650,23700,25950,81750,40800,40950,62200,25400,36800,169000,64000,105000,24800,
29,1,545350,311750,139150,172600,62600,33000,29600,43500,17400,26100,127650,60750,66900,78000,28000,50000,215000,80000,135000,18600,
29,2,476585,289985,151485,138500,80835,43535,37300,58500,26100,32400,74850,46650,28200,75800,35200,40600,168000,48000,120000,18600,
29,3,378050,243450,99850,143600,60000,18000,42000,50850,21750,29100,67800,40500,27300,64800,19600,45200,116000,56000,60000,18600,
29,4,549850,288050,152850,135200,42000,24000,18000,49950,21750,28200,89100,54300,34800,107000,52800,54200,237000,72000,165000,24800,
29,5,361350,211750,114200,97550,42000,21000,21000,45600,19500,26100,79350,42900,36450,44800,30800,14000,131000,56000,75000,18600,
29,6,536310,295510,112805,182705,65710,21705,44005,54300,8700,45600,81900,45600,36300,93600,36800,56800,216000,96000,120000,24800,
29,7,574150,318550,150200,168350,69000,36000,33000,60750,23850,36900,91200,39150,52050,97600,51200,46400,237000,72000,165000,18600,
29,8,438885,244085,99900,144185,48235,9000,39235,52050,23850,28200,52200,30450,21750,91600,36600,55000,170000,80000,90000,24800,
29,9,523900,300100,130200,169900,79300,21000,58300,36450,13050,23400,99150,54150,45000,85200,42000,43200,199000,64000,135000,24800,
29,10,459435,282635,114450,168185,66235,27000,39235,29850,6300,23550,114750,64350,50400,71800,16800,55000,152000,32000,120000,24800,
29,11,458650,250050,102550,147500,49300,18000,31300,44250,23850,20400,99300,41100,58200,57200,19600,37600,190000,40000,150000,18600,
29,12,526900,272100,130200,141900,69000,33000,36000,67350,28200,39150,67350,34800,32550,68400,34200,34200,230000,80000,150000,24800,
29,13,485935,308135,117900,190235,62835,24000,38835,42750,21750,21000,80550,38550,42000,122000,33600,88400,153000,48000,105000,24800,
29,14,463585,247785,104550,143235,66235,24000,42235,37650,15150,22500,75900,28200,47700,68000,37200,30800,191000,56000,135000,24800,
29,15,589050,281250,122250,159000,48000,18000,30000,39000,10800,28200,110850,58650,52200,83400,34800,48600,283000,88000,195000,24800,
29,16,421350,248750,113100,135650,42000,21000,21000,65100,19500,45600,85650,39000,46650,56000,33600,22400,154000,64000,90000,18600,
29,17,391685,241085,96835,144250,62835,18235,44600,47700,23850,23850,55950,15150,40800,74600,39600,35000,132000,72000,60000,18600,
29,18,574235,311635,121585,190050,69235,33235,36000,44250,21750,22500,94350,17400,76950,103800,49200,54600,244000,64000,180000,18600,
29,19,513900,276100,122550,153550,69000,21000,48000,52050,19500,32550,101250,53850,47400,53800,28200,25600,213000,48000,165000,24800,
29,20,492700,282900,136100,146800,60000,33000,27000,50850,24750,26100,103650,47550,56100,68400,30800,37600,185000,80000,105000,24800,
29,21,409750,260950,102150,158800,64300,21000,43300,52950,23850,29100,65700,32100,33600,78000,25200,52800,124000,64000,60000,24800,
29,22,460235,283435,87150,196285,51235,6000,45235,39600,21750,17850,59400,25800,33600,133200,33600,99600,152000,32000,120000,24800,
29,23,490985,279385,108250,171135,67535,12000,55535,47850,21750,26100,82200,43500,38700,81800,31000,50800,193000,88000,105000,18600,
29,24,483550,275550,133700,141850,51000,15000,36000,52950,32550,20400,94800,46950,47850,76800,39200,37600,177000,72000,105000,31000,
29,25,491250,282450,104750,177700,51900,27000,24900,41100,15150,25950,94050,28200,65850,95400,34400,61000,184000,64000,120000,24800,
29,26,385870,224070,101900,122170,63470,30000,33470,60600,28200,32400,38400,21300,17100,61600,22400,39200,137000,32000,105000,24800,
29,27,431150,251550,99050,152500,60000,18000,42000,62550,17400,45150,55800,23850,31950,73200,39800,33400,161000,56000,105000,18600,
29,28,506335,283535,115950,167585,49535,9000,40535,58500,28200,30300,78900,45150,33750,96600,33600,63000,198000,48000,150000,24800,
29,29,357335,262735,118250,144485,61135,33900,27235,31500,14700,16800,71700,27450,44250,98400,42200,56200,76000,16000,60000,18600,
29,30,409000,252200,133100,119100,54000,27000,27000,56400,28200,28200,83400,44700,38700,58400,33200,25200,132000,72000,60000,24800,
30,0,459935,258335,120550,137785,51235,24000,27235,28050,23850,4200,97050,47100,49950,82000,25600,56400,183000,48000,135000,18600,
30,1,446950,245150,117300,127850,42000,27000,15000,47700,19500,28200,73650,28200,45450,81800,42600,39200,177000,72000,105000,24800,
30,2,417900,233100,113500,119600,45000,21000,24000,49950,26100,23850,79350,46800,32550,58800,19600,39200,160000,40000,120000,24800,
30,3,413850,282050,97950,184100,73300,27000,46300,27300,12900,14400,74850,29850,45000,106600,28200,78400,107000,32000,75000,24800,
30,4,443270,265470,132270,133200,69470,33470,36000,48600,19500,29100,85800,42900,42900,61600,36400,25200,153000,48000,105000,24800,
30,5,450550,254950,94600,160350,42000,12000,30000,39000,23850,15150,100350,39150,61200,73600,19600,54000,177000,72000,105000,18600,
30,6,406485,270885,90385,180500,86035,30235,55800,40500,19500,21000,63750,23850,39900,80600,16800,63800,117000,72000,45000,18600,
30,7,483435,282635,119500,163135,76535,33000,43535,49950,26100,23850,81150,40800,40350,75000,19600,55400,176000,56000,120000,24800,
30,8,420935,303135,125800,177335,75235,27000,48235,45150,21750,23400,63150,35850,27300,119600,41200,78400,93000,48000,45000,24800,
30,9,484700,269100,126800,142300,66000,24000,42000,30300,17250,13050,108000,51750,56250,64800,33800,31000,197000,32000,165000,18600,
30,10,494750,294950,116150,178800,61300,27000,34300,60300,28200,32100,97350,46950,50400,76000,14000,62000,175000,40000,135000,24800,
30,11,508900,315300,147000,168300,75900,27000,48900,58650,28200,30450,99750,45000,54750,81000,46800,34200,175000,40000,135000,18600,
30,12,502135,344535,160835,183700,53835,21235,32600,39300,22500,16800,114600,57900,56700,136800,59200,77600,139000,64000,75000,18600,
30,13,539550,300750,132350,168400,64300,30000,34300,49950,28200,21750,97500,43350,54150,89000,30800,58200,214000,64000,150000,24800,
30,14,516800,276200,130450,145750,60000,27000,33000,54300,23850,30450,82500,45600,36900,79400,34000,45400,222000,72000,150000,18600,
30,15,489600,279800,110250,169550,74600,15000,59600,42150,8700,33450,86250,49950,36300,76800,36600,40200,185000,80000,105000,24800,
30,16,397135,253735,135600,118135,54235,30000,24235,42000,18150,23850,90300,62250,28050,67200,25200,42000,131000,56000,75000,12400,
30,17,519400,294800,117250,177550,67300,24000,43300,45600,23850,21750,109500,49800,59700,72400,19600,52800,206000,56000,150000,18600,
30,18,572970,338570,127500,211070,87070,33000,54070,48300,19500,28800,106800,52200,54600,96400,22800,73600,222000,72000,150000,12400,
30,19,396200,242400,92250,150150,49300,24000,25300,32250,6300,25950,89250,45150,44100,71600,16800,54800,129000,24000,105000,24800,
30,20,495100,295300,111650,183650,78900,33000,45900,47250,19500,27750,84750,36750,48000,84400,22400,62000,175000,40000,135000,24800,
30,21,413550,235750,77700,158050,54500,9000,45500,39000,10800,28200,94050,49500,44550,48200,8400,39800,153000,48000,105000,24800,
30,22,454850,247050,123300,123750,63000,27000,36000,39150,21750,17400,62700,40950,21750,82200,33600,48600,183000,48000,135000,24800,
30,23,523050,283450,137900,145550,48000,27000,21000,48600,19500,29100,108450,60600,47850,78400,30800,47600,221000,56000,165000,18600,
30,24,522735,314935,162385,152550,64535,27235,37300,65100,30300,34800,89100,56850,32250,96200,48000,48200,183000,48000,135000,24800,
30,25,438700,289100,117000,172100,60000,21000,39000,38850,15150,23700,80850,47250,33600,109400,33600,75800,131000,56000,75000,18600,
30,26,546020,314220,118800,195420,75470,24000,51470,47850,17400,30450,80700,34800,45900,110200,42600,67600,207000,72000,135000,24800,
30,27,416550,280950,124800,156150,89200,33000,56200,28200,15150,13050,97950,59850,38100,65600,16800,48800,117000,72000,45000,18600,
30,28,512850,281050,126050,155000,67300,30000,37300,39900,19500,20400,97650,54150,43500,76200,22400,53800,207000,72000,135000,24800,
30,29,468650,287250,112700,174550,60000,27000,33000,42150,17400,24750,78900,19500,59400,106200,48800,57400,169000,64000,105000,12400,
30,30,479990,285390,121400,163990,75940,27000,48940,56400,25950,30450,89850,43050,46800,63200,25400,37800,176000,56000,120000,18600,
31,0,453455,289855,111000,178855,69305,15000,54305,30300,13050,17250,110250,49350,60900,80000,33600,46400,145000,40000,105000,18600,
31,1,504200,264600,116950,147650,60000,27000,33000,43350,19500,23850,93450,47850,45600,67800,22600,45200,221000,56000,165000,18600,
31,2,462400,275800,113850,161950,58300,21000,37300,55050,21600,33450,87450,43050,44400,75000,28200,46800,168000,48000,120000,18600,
31,3,401950,258550,102650,155900,64300,24000,40300,45600,19500,26100,72450,36750,35700,76200,22400,53800,131000,56000,75000,12400,
31,4,405650,270050,136500,133550,69900,35600,34300,37800,24750,13050,77550,38550,39000,84800,37600,47200,117000,72000,45000,18600,
31,5,463935,285335,119250,166085,66235,21000,45235,52050,19500,32550,97650,45150,52500,69400,33600,35800,160000,40000,120000,18600,
